This file was created by CMPT_BEME_RETS using the 201603 CRSP database.,,,
It contains value- and equal-weighted returns for portfolios formed on BE/ME.,,,
,,,
,,,
The portfolios are constructede at the end of June.,,,
,,,
,,,
  Value Weighted Returns -- Monthly,,,
,Lo 30,Med 40,Hi 30
197603,1.63,2.33,2.29
197604,-0.77,-1.04,-0.88
197605,-1.11,-1.84,-3.54
197606,3.68,3.48,2.38
197607,-0.82,0.35,0.58
197608,-2.86,-1.06,-1.71
197609,2.02,1.86,1.23
197610,-2.56,-2.03,-2.51
197611,2.6,2.61,2.41
197612,9.43,9.68,11.18
197701,0.55,2.9,5.49
197702,-0.75,-0.73,1.03
197703,0.46,0.82,1.36
197704,0.85,1.52,2.59
197705,-0.62,0.14,1.03
197706,5.8,5.61,5.8
197707,0.17,0.54,1.63
197708,0.2,-0.86,-1.25
197709,1.41,1.22,1.1
197710,-3.44,-2.37,-1.82
197711,7.52,6.94,7.55
197712,2.22,1.82,2.08
197801,-3.39,-2.39,0.67
197802,1.21,2.32,3.36
197803,6.29,6.7,7.36
197804,9.57,7.53,8.12
197805,6.57,6.63,7.85
197806,-0.13,0.85,1.25
197807,6.39,5.07,4.84
197808,9.14,8.97,9.92
197809,-0.71,-0.03,1.29
197810,-20.94,-17.29,-18.43
197811,6.43,4.56,3.35
197812,2.17,1.74,0.3
197901,8.94,8.83,11.12
197902,-3.18,-2.21,-1.47
197903,10.34,7.7,7.59
197904,2.16,2.43,3.25
197905,-1.93,-0.53,0.89
197906,6.24,5.33,4.84
197907,2.05,2.87,2.38
197908,8.87,7.01,6.98
197909,0.01,-0.41,-0.52
197910,-9.57,-9.52,-9.7
197911,9.26,6.16,4.6
197912,8.79,5.25,5.19
198001,10.63,8.71,9.82
198002,-0.3,-2.07,-1.46
198003,-17.84,-14.74,-15.08
198004,5.24,6,4.54
198005,7.38,7.5,7.03
198006,4.59,3.82,4.04
198007,12.28,8.84,7.34
198008,8.92,5.96,5.26
198009,6.21,3.89,3.29
198010,6.06,2.59,2.57
198011,12.07,4.87,1.96
198012,-4.47,-2.48,-2.26
198101,-2.47,1.09,3.45
198102,-0.47,1.63,1.82
198103,7.12,8.66,7.96
198104,2.19,3.25,4.05
198105,3.33,3.07,2.88
198106,-4.06,1.58,1.77
198107,-2.71,-2.47,-1.35
198108,-10.35,-6.07,-4.72
198109,-10.96,-6.98,-5.92
198110,9.91,6.47,4.57
198111,-0.26,3.7,2.99
198112,-3.21,-1.3,-1.55
198201,-2.97,-1.9,-0.15
198202,-7.29,-2.92,-0.72
198203,-2.25,-0.59,0.83
198204,6.18,5.13,4.72
198205,-3.26,-2.12,-1.21
198206,-5.2,-1.96,-0.9
198207,-2.77,-1.16,-0.55
198208,6.42,7.32,5.95
198209,1.45,4.5,4.24
198210,15.33,12.28,11.56
198211,8.68,9.47,10.41
198212,2.09,2.72,2.4
198301,13.96,8.23,7.89
198302,3.6,6.5,7.59
198303,3.41,6.24,6.42
198304,7.37,8.48,7.74
198305,11.11,7.29,8.06
198306,5.45,4.79,3.92
198307,-4.81,-0.52,1.17
198308,-4.84,-2.71,-1.33
198309,-0.96,1.25,1.75
198310,-8.58,-4.38,-2.54
198311,3.54,3.02,3.24
198312,-3.83,-1.42,0.15
198401,-2.08,1.01,3.03
198402,-7.12,-5.15,-3.67
198403,-0.5,1.46,2.34
198404,-2.73,-1.11,-1.25
198405,-5.82,-4.14,-3.58
198406,2.48,1.8,0.96
198407,-6.24,-4.03,-2.6
198408,10.7,9.21,8.25
198409,-2.21,0.58,2.09
198410,-3.28,-1.62,-0.89
198411,-5.47,-2.18,-1.35
198412,0.45,0.56,1.15
198501,15.24,11.62,8.65
198502,5.3,4.52,3.47
198503,-2.22,-1.67,0.79
198504,-2.64,-0.92,0.48
198505,2.52,3.22,2.32
198506,-0.26,0.67,2.17
198507,1.66,1.8,1.68
198508,-1.53,-0.09,-0.37
198509,-7.23,-4.72,-4.63
198510,1.58,2.73,1.56
198511,5.53,5.72,5.3
198512,3.06,3.59,2.16
198601,3.91,2.8,4.38
198602,6.39,6.41,6.16
198603,4.43,5.2,5.56
198604,1.73,0.92,0.8
198605,3.13,4.51,3.41
198606,0.3,0.11,2.05
198607,-9.58,-7.24,-5.84
198608,1.03,2.95,3.46
198609,-8.49,-5.16,-3.69
198610,3.65,2.89,1.63
198611,-0.99,-0.03,-0.29
198612,-4.59,-2.82,-2.86
198701,11.99,11.71,10.97
198702,9.64,6.97,6.01
198703,2.63,3.2,4.91
198704,-2.65,-1.83,-0.86
198705,-0.08,0.1,2.26
198706,2.4,3.38,3.19
198707,2.48,3.37,6.08
198708,1.17,2.49,1.81
198709,-2.14,-1.06,-0.87
198710,-31.26,-27.19,-25.67
198711,-7.21,-5.11,-4.22
198712,4.21,4.47,2.4
198801,7.84,6.95,8.22
198802,6.83,7.39,6.38
198803,3.21,4.13,3.94
198804,0.81,1.68,2.37
198805,-2.95,-1.15,-0.1
198806,5.37,6.38,4.56
198807,-0.84,0.13,0.1
198808,-3.28,-1.88,-1.15
198809,2.37,2.39,2.38
198810,-2.29,-0.78,-0.83
198811,-4.98,-3.54,-3.27
198812,2.43,3.33,2.01
198901,6.78,5.69,6.98
198902,0.52,0.69,0.61
198903,0.77,3.07,2.51
198904,3.67,3.51,3.53
198905,2.93,2.9,4.28
198906,-2.81,-0.98,0.56
198907,3.52,3.75,2.05
198908,1.49,2.31,1.6
198909,0.81,-0.54,0.49
198910,-4.32,-5.32,-5.11
198911,-0.82,-0.22,-2.27
198912,-1.17,-0.73,-1.08
199001,-6.65,-5.56,-4.67
199002,1.99,2.02,2.39
199003,3.93,3.01,2.18
199004,-1.66,-2.41,-3.28
199005,7.35,5.6,2.78
199006,1.67,0.49,-0.09
199007,-3.41,-3.1,-2.47
199008,-14.26,-11.19,-9.83
199009,-8.86,-7.72,-7
199010,-5.9,-5.29,-5.94
199011,6.04,5.01,2
199012,0.71,1.61,-1.17
199101,8.58,9.27,10.73
199102,14.3,11.7,13.55
199103,8.26,7.24,8.74
199104,3.15,3.25,2.87
199105,3.07,4.1,2.55
199106,-4.44,-3.35,-3.11
199107,3.7,3.14,3.79
199108,3.12,3.44,3.48
199109,1.91,0.42,-0.23
199110,3.22,2.38,1.86
199111,-1.9,-2.88,-2.66
199112,5.76,4.44,3.3
199201,14.87,10.88,20.84
199202,3.97,3.93,8.23
199203,-3.38,-0.66,0.94
199204,-5.63,-2.99,-1.98
199205,-0.7,0.72,1.7
199206,-6.56,-3.52,-3.08
199207,1.62,2.83,2.72
199208,-3.33,-2.09,-2.61
199209,1.43,1.68,1.17
199210,2.7,1.92,1.77
199211,8.45,6.73,7.17
199212,2.23,3.81,5.48
199301,4.86,5.71,8.34
199302,-5.2,0.71,1.34
199303,1.88,2.51,3.69
199304,-3.55,-1.7,-0.64
199305,5.23,3.73,4.19
199306,0.63,1.36,2.12
199307,-0.79,1.29,2.64
199308,4.57,4.38,2.89
199309,2.26,2.78,3.08
199310,4.27,3.1,4.26
199311,-2.95,-2.56,-1.25
199312,0.75,2.38,1.05
199401,4,4.37,7.04
199402,-1.59,0.27,0.11
199403,-5.89,-4.09,-3.13
199404,-2.91,-0.47,0.33
199405,-1.33,0.41,0.43
199406,-5.08,-2.22,-1.84
199407,0.97,1.53,1.91
199408,4.35,3.69,3.66
199409,0.65,0.52,1.27
199410,-0.06,0.61,-0.17
199411,-4.57,-3.94,-3.64
199412,-3.02,-0.06,-0.69
199501,3.1,3.13,3.89
199502,2.92,2.95,3.87
199503,2.1,1.6,1.39
199504,1.21,2.52,3.85
199505,1.27,2,3.1
199506,7.02,5.08,3.75
199507,6.72,5.14,5.07
199508,3.19,3.71,4.05
199509,2.98,2.4,3.07
199510,-5.53,-4.34,-3.26
199511,1.78,1.92,1.38
199512,-0.03,1.45,0.92
199601,2.5,2.71,3.73
199602,4.59,3.08,3.33
199603,2.6,3.24,2.76
199604,7.36,5.48,4.91
199605,7.18,6.37,6.8
199606,-5.6,-2.35,-1.27
199607,-12.44,-6.51,-5.83
199608,5.42,4.19,3.82
199609,3.55,2.9,2.26
199610,-5.35,-0.43,0.11
199611,1.1,4.11,3.12
199612,-2.3,0.75,0.02
199701,7.37,6.31,6.09
199702,-4.74,0.05,1.47
199703,-8.34,-3.47,-2.27
199704,-3.37,-0.76,-1.51
199705,11.24,8.97,6.58
199706,2.55,5.15,5.34
199707,4.12,6.02,5.17
199708,3.42,3.14,3.77
199709,8.82,8.1,8.79
199710,-4.08,-2.18,0.25
199711,-3.34,-1.61,-0.57
199712,-5.65,-1.5,-1.28
199801,1.76,0.36,1.64
199802,6.58,7.07,5.83
199803,4.66,5.01,5.4
199804,2.07,2.8,3
199805,-6.39,-3.95,-2.24
199806,-2.56,-2.75,-2.66
199807,-6.44,-6.42,-4.72
199808,-23.51,-19.24,-17.22
199809,6.8,4.07,1.25
199810,6.09,3.75,1.37
199811,10.5,5.99,7.51
199812,4.02,1.82,1.86
199901,8.28,4.81,7.47
199902,-6.45,-4.49,-4.21
199903,-1.32,-1.05,-2.58
199904,7.07,9.97,9.52
199905,3.26,3.76,4.91
199906,4.56,3.79,3.87
199907,-0.51,0.69,2.24
199908,-3.77,-3.22,-3.16
199909,-0.09,-1.9,-3.71
199910,1.43,-0.68,-1.79
199911,13.91,6.9,7.11
199912,13.59,6.44,4.98
200001,5.48,2.76,8.23
200002,17.93,8.45,12.54
200003,0,2.82,0.9
200004,-12.26,-5.11,-6.23
200005,-7.52,-3.84,-4.84
200006,10.2,5.19,5.38
200007,-6.57,0.84,1.05
200008,8.73,5.14,4.99
200009,-7.85,-1.32,-1.78
200010,-8.72,-3.11,-5.3
200011,-19.38,-6.54,-6.4
200012,-4.38,2.34,0.25
200101,33.51,17.29,18.8
200102,-15.2,-2.46,-0.24
200103,-11.8,-3.1,-2.91
200104,12.62,5.01,3.16
200105,5.76,6.41,8.68
200106,1.02,2.75,1.31
200107,-6.61,-2.59,-0.68
200108,-7.62,-2.6,-2.07
200109,-16.73,-11.57,-11.9
200110,12.91,6.69,5.35
200111,10.6,7.55,7.08
200112,6.79,6.61,5.89
200201,-3.26,2.17,5.97
200202,-7.51,-2.41,-1.98
200203,8.36,7.81,8.6
200204,-5.76,1.03,3.46
200205,-6.35,-2.13,0.61
200206,-10.89,-5.64,-4.74
200207,-13.06,-12.04,-10.83
200208,-0.33,0.97,0.21
200209,-9.9,-8.67,-7.98
200210,7.93,4.62,2.48
200211,15.24,11.98,11.27
200212,-8.48,-4.02,-3.18
200301,-0.14,-1.27,1.54
200302,-3.39,-2.32,-2.04
200303,2.1,0.49,0.71
200304,11.57,9.8,8.81
200305,17.08,12.83,12.56
200306,4.96,3.77,6.01
200307,7.18,6.71,8.1
200308,4.52,4.48,6.35
200309,0.86,0.74,5.01
200310,7.54,7.92,10.5
200311,2.58,3.79,5.12
200312,1.99,3.11,5.6
200401,5.59,5.16,9.29
200402,0.6,1.51,1.21
200403,-0.22,0.38,0.84
200404,-3.05,-2.99,-3.18
200405,-0.06,0.39,0.13
200406,1.99,2.88,3.18
200407,-9.52,-4.98,-3.41
200408,-2.37,-0.21,-1.32
200409,4.12,4.73,3.22
200410,2.74,1.86,1.25
200411,8.85,8,9.79
200412,7.09,4.63,5.92
200501,-4.96,-2.98,-1.66
200502,0.35,1.44,2.04
200503,-4.23,-2,-1.52
200504,-6.07,-5.26,-5.63
200505,6.37,4.84,3.73
200506,2.32,3.56,3.99
200507,6.98,6.54,6.3
200508,-1.91,-0.99,-0.16
200509,0.66,0.66,0.93
200510,-3.49,-2.68,-3.02
200511,3.87,4.11,2.91
200512,0.6,0.5,1.39
200601,8.52,7.81,6.8
200602,0.86,0.15,0.46
200603,3.92,4.25,4.59
200604,-0.51,0.77,2
200605,-6.81,-3.69,-3.19
200606,-1.42,-0.58,0.14
200607,-4.89,-2.66,-2.21
200608,2.88,2.1,1.64
200609,0.4,1.15,1.41
200610,5.65,4.74,4.34
200611,2.93,2.22,2.93
200612,0.12,1.28,2.6
200701,2.89,1.41,2.86
200702,0.09,-0.2,0.91
200703,0.56,0.48,-0.06
200704,3.34,1.56,1.87
200705,2.65,2.95,1.55
200706,-0.81,-0.94,-0.28
200707,-4.45,-5.02,-5.45
200708,-0.35,0.13,-2.8
200709,2.82,1.21,0.05
200710,2.95,0.36,-0.6
200711,-8.16,-7.87,-8.54
200712,-0.94,-1.47,-2.31
200801,-6.92,-4.49,-3.19
200802,-3.09,-2.47,-3.12
200803,-2.55,-1.78,-2.09
200804,3.68,2.24,1.3
200805,4.47,3.47,2.09
200806,-8.62,-9.74,-10.38
200807,1.08,1.48,0.36
200808,1.39,2.52,3.57
200809,-13.03,-10.08,-9.43
200810,-22.38,-20.44,-20.6
200811,-13.3,-13.27,-15.98
200812,4.44,4.27,0.68
200901,-1.59,-4.96,-6.48
200902,-9.65,-11.81,-13.94
200903,12.95,11.86,13.04
200904,19.99,20.82,24.32
200905,7.83,10.08,9.91
200906,5.31,2.04,2.97
200907,7.21,8.78,10.17
200908,2.76,4.28,10.84
200909,7.22,6.3,7.49
200910,-6.02,-5.83,-7.13
200911,2.39,1.83,1.47
200912,6.51,6.97,6.34
201001,-3.23,-2.02,2.76
201002,3.36,3.9,4.06
201003,6.79,7.75,8.98
201004,4.93,6.27,11.56
201005,-7.28,-7.57,-9.26
201006,-6.09,-7.19,-9.57
201007,6.14,6.21,5.18
201008,-6.06,-7.18,-6.95
201009,12.47,11.56,8.44
201010,4.63,4.66,3.4
201011,2.27,2.86,1.26
201012,8.21,7.99,8.8
201101,0.55,1.51,3.64
201102,3.74,4.14,4.61
201103,2,1.47,-0.09
201104,2.49,1.46,0.52
201105,-1.28,-2.19,-2.37
201106,-3.33,-1.82,-2.3
201107,-3.66,-2.27,-1.51
201108,-9.06,-9.77,-9.05
201109,-11.35,-11.13,-9.42
201110,13.93,14.18,8.57
201111,-2.42,-1.22,-0.7
201112,-1.05,0.51,0.97
201201,10.1,8.29,8.33
201202,4.1,2.68,4.77
201203,2.35,3.1,4.05
201204,-2.17,-1.74,-0.37
201205,-7.97,-7.53,-5.19
201206,3.92,3.72,3.71
201207,-0.55,-1.07,-1.29
201208,2.82,3.03,2.66
201209,3.99,3.66,3.66
201210,-3.92,-1.52,-0.31
201211,0.8,-0.18,0.68
201212,1.97,3.03,3.04
201301,6.76,6.85,8.34
201302,0.49,1.13,1.64
201303,4.91,4.07,4.09
201304,0.08,-0.09,-0.46
201305,4.76,4.59,4.82
201306,-1.06,0.04,-0.01
201307,7.27,6.94,7.59
201308,-1.68,-2.63,-2.03
201309,5.99,6.36,5.06
201310,1.09,3.51,3.48
201311,4.59,4.76,3.41
201312,2.73,3.06,2.35
201401,0.7,-1.69,-0.41
201402,4.73,4.51,4.33
201403,-1.87,0.88,1.69
201404,-5.01,-2.93,-2.96
201405,-0.06,0.61,-0.34
201406,5.31,3.84,3.82
201407,-5.65,-4.88,-3.62
201408,4.75,4.14,3.61
201409,-4.66,-4.94,-4.68
201410,4.11,3.64,2.06
201411,0.99,-0.06,-1.25
201412,1.51,2.53,1.66
201501,-2.18,-4.3,-3.78
201502,7.43,7,5.04
201503,0.09,0.33,0.02
201504,-0.16,-0.57,1.49
201505,1.72,1.19,-0.72
201506,0.67,-0.55,-0.57
201507,-0.34,-3.03,-5.06
201508,-7.21,-3.91,-1.96
201509,-6.51,-4.99,-5.02
201510,5.45,6.03,4.29
201511,3.59,1.79,1.34
201512,-3.86,-4.77,-5.26
201601,-11.02,-8.38,-7.8
201602,-0.05,1.21,-0.33
201603,7.09,8.13,9.31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
